rank,y_pred,accession,protein_name,organism,pair_positive_4aminophenol,metaa,metas,metas_highest_kept,forced_exclusion_reason,transmembrane_count,hxxxd_count,cys_triad_count,ser_triad_count,annotated_acyl_cys_count,structural_evidence,site_type,docking_status,accoa_distance_A,accoa_angle_deg,accoa_score,accoa_geometry_source,pap_to_site_A,pap_score,sequential_distance_A,sequential_angle_deg,sequential_score,confidence,final_status,decision,structure_file,docking_folder,functional_annotation_for_postcheck,gene_primary,gene_synonyms,ordered_locus_names,orf_names,gene_key,is_metA_gene,matches_previous_top10_gene,previous_top10_gene_match,gene_highest_rank,gene_highest_accession,duplicate_gene_lower_rank,new_gene_rule_exclusion,new_gene_rule_reason
175,0.995698273,C7BTJ1,Lipid A acyltransferase PagP 2.3.1.251,Photorhabdus asymbiotica subsp. asymbiotica (strain ATCC 43949 / 3105-77),False,False,False,False,,0,0,0,3,0,空间Ser-His-Asp/Glu样口袋；有注释催化/结合位点,ser_triad,completed,9.297,67.37,-6.2,主搜索,3.268,-3.6,4.618,94.44,-2.5,C,结构可行备选,至少存在局部双配体构象，但催化中心可信度、AcCoA反应端位置或取向弱于最终10个。,structure_docking/09_corrected_screen\structures\rank_0175_C7BTJ1_AFDB.pdb,structure_docking/09_corrected_screen\docking\rank_0175_C7BTJ1,"FUNCTION | Transfers a fatty acid residue from the sn-1 position of a phospholipid to the N-linked hydroxyfatty acid chain on the proximal unit of lipid A or its precursors || CATALYTIC ACTIVITY | a lipid A + a 1,2-diacyl-sn-glycero-3-phosphocholine = a hepta-acyl lipid A + a 2-acyl-sn-glycero-3-phosphocholine Rhea RHEA:74275 ChEBI CHEBI:57643 ChEBI CHEBI:57875 ChEBI CHEBI:193141 ChEBI CHEBI:193142 2.3.1.251 ECO:0000255 HAMAP-Rule MF_00837 || CATALYTIC ACTIVITY | a lipid IVA + a 1,2-diacyl-sn-glycero-3-phosphocholine = a lipid IVB + a 2-acyl-sn-glycero-3-phosphocholine Rhea RHEA:74279 ChEBI CHEBI:57643 ChEBI CHEBI:57875 ChEBI CHEBI:176425 ChEBI CHEBI:193143 2.3.1.251 ECO:0000255 HAMAP-Rule MF_00837 || CATALYTIC ACTIVITY | a lipid IIA + a 1,2-diacyl-sn-glycero-3-phosphocholine = a lipid IIB + a 2-acyl-sn-glycero-3-phosphocholine Rhea RHEA:74283 ChEBI CHEBI:57643 ChEBI CHEBI:57875 ChEBI CHEBI:193144 ChEBI CHEBI:193145 2.3.1.251 ECO:0000255 HAMAP-Rule MF_00837 || SUBUNIT | Homodimer || SUBCELLULAR LOCATION | Cell outer membrane || SIMILARITY | Belongs to the lipid A palmitoyltransferase family",pagP,crcA,PAU_01754,,pagp,False,False,,143,Q7N3D3,True,True,同基因pagP仅保留最高位Rank 143
176,0.995685518,B6EKK3,Homoserine O-succinyltransferase HST 2.3.1.46,Aliivibrio salmonicida (strain LFI1238),False,False,True,False,MetAS仅保留最高分一个,,,,,0,,,,,,,,,,,,,排除,强制排除,MetAS仅保留最高分一个,,,"FUNCTION | Transfers a succinyl group from succinyl-CoA to L-homoserine, forming succinyl-L-homoserine || CATALYTIC ACTIVITY | L-homoserine + succinyl-CoA = O-succinyl-L-homoserine + CoA Rhea RHEA:22008 ChEBI CHEBI:57287 ChEBI CHEBI:57292 ChEBI CHEBI:57476 ChEBI CHEBI:57661 2.3.1.46 ECO:0000255 HAMAP-Rule MF_00295 || PATHWAY | Amino-acid biosynthesis; L-methionine biosynthesis via de novo pathway; O-succinyl-L-homoserine from L-homoserine: step 1/1 || SUBCELLULAR LOCATION | Cytoplasm || SIMILARITY | Belongs to the MetA family",metAS,,VSAL_I2499,,metas,False,False,,112,A8GKF8,True,True,同基因metAS仅保留最高位Rank 112
177,0.995667994,Q5LSN6,Homoserine O-acetyltransferase HAT 2.3.1.31,Ruegeria pomeroyi (strain ATCC 700808 / DSM 15171 / DSS-3),True,True,False,False,mds_pAAP.csv中4-aminophenol配对Label=1；MetAA全部排除,,,,,0,,,,,,,,,,,,,排除,强制排除,mds_pAAP.csv中4-aminophenol配对Label=1；MetAA全部排除,,,"FUNCTION | Transfers an acetyl group from acetyl-CoA to L-homoserine, forming acetyl-L-homoserine || CATALYTIC ACTIVITY | L-homoserine + acetyl-CoA = O-acetyl-L-homoserine + CoA Rhea RHEA:13701 ChEBI CHEBI:57287 ChEBI CHEBI:57288 ChEBI CHEBI:57476 ChEBI CHEBI:57716 2.3.1.31 ECO:0000255 HAMAP-Rule MF_00295 ECO:0000269 PubMed 28581482 || PATHWAY | Amino-acid biosynthesis; L-methionine biosynthesis via de novo pathway; O-acetyl-L-homoserine from L-homoserine: step 1/1 || SUBCELLULAR LOCATION | Cytoplasm || SIMILARITY | Belongs to the MetA family",metAA,,SPO1729,,metaa,False,True,metaa,106,Q7CWE8,True,True,前100位实验10个已出现基因:metaa；同基因metAA仅保留最高位Rank 106
178,0.995654523,O35573,Phosphatidylcholine-sterol acyltransferase 2.3.1.43,Eliomys quercinus,False,False,False,False,,0,0,0,4,0,空间Ser-His-Asp/Glu样口袋；有注释催化/结合位点,ser_triad,completed,5.441,134.76,-8.1,主搜索,5.25,-4.6,3.533,71.28,-3.8,B+,最终10个,Ser-His-Asp/Glu样口袋；AcCoA与pAP双底物顺序几何较好,structure_docking/09_corrected_screen\structures\rank_0178_O35573_AFDB.pdb,structure_docking/09_corrected_screen\docking\rank_0178_O35573,"FUNCTION | Central enzyme in the extracellular metabolism of plasma lipoproteins. Synthesized mainly in the liver and secreted into plasma where it converts cholesterol and phosphatidylcholines (lecithins) to cholesteryl esters and lysophosphatidylcholines on the surface of high and low density lipoproteins (HDLs and LDLs). The cholesterol ester is then transported back to the liver. Has a preference for plasma 16:0-18:2 or 18:O-18:2 phosphatidylcholines. Also produced in the brain by primary astrocytes, and esterifies free cholesterol on nascent APOE-containing lipoproteins secreted from glia and influences cerebral spinal fluid (CSF) APOE- and APOA1 levels. Together with APOE and the cholesterol transporter ABCA1, plays a key role in the maturation of glial-derived, nascent lipoproteins. Required for remodeling high-density lipoprotein particles into their spherical forms (By similarity) || CATALYTIC ACTIVITY | a sterol + a 1,2-diacyl-sn-glycero-3-phosphocholine = a sterol ester + a 1-acyl-sn-glycero-3-phosphocholine Rhea RHEA:21204 ChEBI CHEBI:15889 ChEBI CHEBI:35915 ChEBI CHEBI:57643 ChEBI CHEBI:58168 2.3.1.43 ECO:0000250 UniProtKB P04180 || SUBCELLULAR LOCATION | Secreted into blood plasma. Produced in astrocytes and secreted into cerebral spinal fluid (CSF) (By similarity) | Secreted || SIMILARITY | Belongs to the AB hydrolase superfamily. Lipase family",LCAT,,,,lcat,False,False,,178,O35573,False,False,
179,0.99565357,Q8D326,Octanoyltransferase 2.3.1.181,Wigglesworthia glossinidia brevipalpis,False,False,False,False,,0,1,0,1,1,UniProt标注酰基硫酯Cys；空间Ser-His-Asp/Glu样口袋；HXXXD基序；有注释催化/结合位点,annotated_acyl_cys,completed,7.474,130.84,-5.9,结合位点中心补采样,3.572,-3.8,3.586,66.72,-2.8,B+,最终10个,标注酰基Cys；补采样获得合理AcCoA取向，顺序构象也支持,structure_docking/09_corrected_screen\structures\rank_0179_Q8D326_AFDB.pdb,structure_docking/09_corrected_screen\docking\rank_0179_Q8D326,FUNCTION | Catalyzes the transfer of endogenously produced octanoic acid from octanoyl-acyl-carrier-protein onto the lipoyl domains of lipoate-dependent enzymes. Lipoyl-ACP can also act as a substrate although octanoyl-ACP is likely to be the physiological substrate || CATALYTIC ACTIVITY | octanoyl-[ACP] + L-lysyl-[protein] = N(6)-octanoyl-L-lysyl-[protein] + holo-[ACP] + H(+) Rhea RHEA:17665 Rhea RHEA-COMP:9636 Rhea RHEA-COMP:9685 Rhea RHEA-COMP:9752 Rhea RHEA-COMP:9928 ChEBI CHEBI:15378 ChEBI CHEBI:29969 ChEBI CHEBI:64479 ChEBI CHEBI:78463 ChEBI CHEBI:78809 2.3.1.181 ECO:0000255 HAMAP-Rule MF_00013 || PATHWAY | Protein modification; protein lipoylation via endogenous pathway; protein N(6)-(lipoyl)lysine from octanoyl-[acyl-carrier-protein]: step 1/2 || SUBCELLULAR LOCATION | Cytoplasm || SIMILARITY | Belongs to the LipB family,lipB,,WIGBR1750,,lipb,False,False,,108,Q1RKI1,True,True,同基因lipB仅保留最高位Rank 108
180,0.995631874,Q5M3Y7,Homoserine O-acetyltransferase HAT 2.3.1.31,Streptococcus thermophilus (strain ATCC BAA-250 / LMG 18311),True,True,False,False,mds_pAAP.csv中4-aminophenol配对Label=1；MetAA全部排除,,,,,0,,,,,,,,,,,,,排除,强制排除,mds_pAAP.csv中4-aminophenol配对Label=1；MetAA全部排除,,,"FUNCTION | Transfers an acetyl group from acetyl-CoA to L-homoserine, forming acetyl-L-homoserine || CATALYTIC ACTIVITY | L-homoserine + acetyl-CoA = O-acetyl-L-homoserine + CoA Rhea RHEA:13701 ChEBI CHEBI:57287 ChEBI CHEBI:57288 ChEBI CHEBI:57476 ChEBI CHEBI:57716 2.3.1.31 ECO:0000255 HAMAP-Rule MF_00295 || PATHWAY | Amino-acid biosynthesis; L-methionine biosynthesis via de novo pathway; O-acetyl-L-homoserine from L-homoserine: step 1/1 || SUBCELLULAR LOCATION | Cytoplasm || SIMILARITY | Belongs to the MetA family",metAA,,stu1222,,metaa,False,True,metaa,106,Q7CWE8,True,True,前100位实验10个已出现基因:metaa；同基因metAA仅保留最高位Rank 106
182,0.995627105,Q3SR23,Glycerol-3-phosphate acyltransferase,Nitrobacter winogradskyi (strain ATCC 25391 / DSM 10237 / CIP 104748 / NCIMB 11846 / Nb-255),False,False,False,False,,4,0,0,0,0,多跨膜(4),,structural_exclude_multipass_membrane,,,,,,,,,,排除,明显结构排除,结构含4段跨膜螺旋，缺少适合AcCoA和pAP共同进入的可溶性反应口袋。,structure_docking/09_corrected_screen\structures\rank_0182_Q3SR23_AFDB.pdb,,"FUNCTION | Catalyzes the transfer of an acyl group from acyl-phosphate (acyl-PO(4)) to glycerol-3-phosphate (G3P) to form lysophosphatidic acid (LPA). This enzyme utilizes acyl-phosphate as fatty acyl donor, but not acyl-CoA or acyl-ACP || CATALYTIC ACTIVITY | an acyl phosphate + sn-glycerol 3-phosphate = a 1-acyl-sn-glycero-3-phosphate + phosphate Rhea RHEA:34075 ChEBI CHEBI:43474 ChEBI CHEBI:57597 ChEBI CHEBI:57970 ChEBI CHEBI:59918 2.3.1.275 ECO:0000255 HAMAP-Rule MF_01043 || PATHWAY | Lipid metabolism; phospholipid metabolism || SUBUNIT | Probably interacts with PlsX || SUBCELLULAR LOCATION | Cell inner membrane Multi-pass membrane protein || SIMILARITY | Belongs to the PlsY family",plsY,,Nwi_2009,,plsy,False,False,,135,A5IYF1,True,True,同基因plsY仅保留最高位Rank 135
184,0.995620668,D0FUE8,Lipid A acyltransferase PagP 2.3.1.251,Erwinia pyrifoliae (strain DSM 12162 / Ep1/96),False,False,False,False,,0,0,0,2,0,空间Ser-His-Asp/Glu样口袋；有注释催化/结合位点,ser_triad,completed,3.659,49.17,-6.1,主搜索,3.071,-4.3,3.573,60.66,-3.1,C,结构可行备选,至少存在局部双配体构象，但催化中心可信度、AcCoA反应端位置或取向弱于最终10个。,structure_docking/09_corrected_screen\structures\rank_0184_D0FUE8_AFDB.pdb,structure_docking/09_corrected_screen\docking\rank_0184_D0FUE8,"FUNCTION | Transfers a fatty acid residue from the sn-1 position of a phospholipid to the N-linked hydroxyfatty acid chain on the proximal unit of lipid A or its precursors || CATALYTIC ACTIVITY | a lipid A + a 1,2-diacyl-sn-glycero-3-phosphocholine = a hepta-acyl lipid A + a 2-acyl-sn-glycero-3-phosphocholine Rhea RHEA:74275 ChEBI CHEBI:57643 ChEBI CHEBI:57875 ChEBI CHEBI:193141 ChEBI CHEBI:193142 2.3.1.251 ECO:0000255 HAMAP-Rule MF_00837 || CATALYTIC ACTIVITY | a lipid IVA + a 1,2-diacyl-sn-glycero-3-phosphocholine = a lipid IVB + a 2-acyl-sn-glycero-3-phosphocholine Rhea RHEA:74279 ChEBI CHEBI:57643 ChEBI CHEBI:57875 ChEBI CHEBI:176425 ChEBI CHEBI:193143 2.3.1.251 ECO:0000255 HAMAP-Rule MF_00837 || CATALYTIC ACTIVITY | a lipid IIA + a 1,2-diacyl-sn-glycero-3-phosphocholine = a lipid IIB + a 2-acyl-sn-glycero-3-phosphocholine Rhea RHEA:74283 ChEBI CHEBI:57643 ChEBI CHEBI:57875 ChEBI CHEBI:193144 ChEBI CHEBI:193145 2.3.1.251 ECO:0000255 HAMAP-Rule MF_00837 || SUBUNIT | Homodimer || SUBCELLULAR LOCATION | Cell outer membrane Lipid-anchor || SIMILARITY | Belongs to the lipid A palmitoyltransferase family",pagP,,EpC_24980,,pagp,False,False,,143,Q7N3D3,True,True,同基因pagP仅保留最高位Rank 143
186,0.995613754,Q6CJC5,Palmitoyltransferase SWF1 2.3.1.225,Kluyveromyces lactis (strain ATCC 8585 / CBS 2359 / DSM 70799 / NBRC 1267 / NRRL Y-1140 / WM37),False,False,False,False,,5,0,2,3,0,空间Cys-His-Asp/Glu样口袋；空间Ser-His-Asp/Glu样口袋；多跨膜(5),,structural_exclude_multipass_membrane,,,,,,,,,,排除,明显结构排除,结构含5段跨膜螺旋，缺少适合AcCoA和pAP共同进入的可溶性反应口袋。,structure_docking/09_corrected_screen\structures\rank_0186_Q6CJC5_AFDB.pdb,,FUNCTION | Palmitoyltransferase that targets several endosomal SNAREs. Palmitoylates the SNAREs at cysteine residues close to the cytoplasmic end of their transmembrane domain. May have a role in the cellular quality control of transmembrane domain-containing proteins (By similarity) || CATALYTIC ACTIVITY | L-cysteinyl-[protein] + hexadecanoyl-CoA = S-hexadecanoyl-L-cysteinyl-[protein] + CoA Rhea RHEA:36683 Rhea RHEA-COMP:10131 Rhea RHEA-COMP:11032 ChEBI CHEBI:29950 ChEBI CHEBI:57287 ChEBI CHEBI:57379 ChEBI CHEBI:74151 2.3.1.225 || SUBCELLULAR LOCATION | Endoplasmic reticulum membrane Multi-pass membrane protein || DOMAIN | The DHHC domain is required for palmitoyltransferase activity || SIMILARITY | Belongs to the DHHC palmitoyltransferase family. SWF1 subfamily,SWF1,,KLLA0F19690g,,swf1,False,False,,186,Q6CJC5,False,False,
187,0.995608032,Q43899,Aminoglycoside N(6')-acetyltransferase type 1 2.3.1.82,Acinetobacter baumannii,False,False,False,False,,0,0,2,0,0,空间Cys-His-Asp/Glu样口袋；有注释催化/结合位点,cys_triad,completed,4.593,39.58,-4.1,主搜索,4.901,-2.6,4.627,74.17,-3.7,C,结构可行备选,至少存在局部双配体构象，但催化中心可信度、AcCoA反应端位置或取向弱于最终10个。,structure_docking/09_corrected_screen\structures\rank_0187_Q43899_AFDB.pdb,structure_docking/09_corrected_screen\docking\rank_0187_Q43899,"FUNCTION | Catalyzes the transfer of an acetyl group from acetyl-CoA to the 6'-amino group of aminoglycoside molecules conferring resistance to antibiotics containing the purpurosamine ring including amikacin, kanamycin, tobramycin and netilmicin || CATALYTIC ACTIVITY | kanamycin B + acetyl-CoA = N(6')-acetylkanamycin B + CoA + H(+) Rhea RHEA:16449 ChEBI CHEBI:15378 ChEBI CHEBI:57287 ChEBI CHEBI:57288 ChEBI CHEBI:58390 ChEBI CHEBI:58549 2.3.1.82 ECO:0000269 PubMed 7810994 || SUBUNIT | Homodimer",,,,,,False,False,,187,Q43899,False,False,
188,0.995600998,Q491U9,Homoserine O-succinyltransferase HST 2.3.1.46,Blochmanniella pennsylvanica (strain BPEN),False,False,True,False,MetAS仅保留最高分一个,,,,,0,,,,,,,,,,,,,排除,强制排除,MetAS仅保留最高分一个,,,"FUNCTION | Transfers a succinyl group from succinyl-CoA to L-homoserine, forming succinyl-L-homoserine || CATALYTIC ACTIVITY | L-homoserine + succinyl-CoA = O-succinyl-L-homoserine + CoA Rhea RHEA:22008 ChEBI CHEBI:57287 ChEBI CHEBI:57292 ChEBI CHEBI:57476 ChEBI CHEBI:57661 2.3.1.46 ECO:0000255 HAMAP-Rule MF_00295 || PATHWAY | Amino-acid biosynthesis; L-methionine biosynthesis via de novo pathway; O-succinyl-L-homoserine from L-homoserine: step 1/1 || SUBCELLULAR LOCATION | Cytoplasm || SIMILARITY | Belongs to the MetA family",metAS,,BPEN_657,,metas,False,False,,112,A8GKF8,True,True,同基因metAS仅保留最高位Rank 112
189,0.995600522,C0H559,Alpha-tubulin N-acetyltransferase Alpha-TAT TAT 2.3.1.108,Plasmodium falciparum (isolate 3D7),False,False,False,False,,0,0,0,0,0,有注释催化/结合位点,annotated_site_centroid,completed,3.079,70.79,-6.9,主搜索,2.099,-4.8,3.545,70.4,-2.4,B+,最终10个,注释位点中心的AcCoA和pAP共同口袋几何较好,structure_docking/09_corrected_screen\structures\rank_0189_C0H559_AFDB.pdb,structure_docking/09_corrected_screen\docking\rank_0189_C0H559,"FUNCTION | Specifically acetylates 'Lys-40' in alpha-tubulin on the lumenal side of microtubules. Promotes microtubule destabilization and accelerates microtubule dynamics; this activity may be independent of acetylation activity. Acetylates alpha-tubulin with a slow enzymatic rate, due to a catalytic site that is not optimized for acetyl transfer. Enters the microtubule through each end and diffuses quickly throughout the lumen of microtubules. Acetylates only long/old microtubules because of its slow acetylation rate since it does not have time to act on dynamically unstable microtubules before the enzyme is released || CATALYTIC ACTIVITY | L-lysyl-[alpha-tubulin] + acetyl-CoA = N(6)-acetyl-L-lysyl-[alpha-tubulin] + CoA + H(+) Rhea RHEA:15277 Rhea RHEA-COMP:11278 Rhea RHEA-COMP:11279 ChEBI CHEBI:15378 ChEBI CHEBI:29969 ChEBI CHEBI:57287 ChEBI CHEBI:57288 ChEBI CHEBI:61930 2.3.1.108 ECO:0000255 HAMAP-Rule MF_03130 || SIMILARITY | Belongs to the acetyltransferase ATAT1 family",ATAT,,,PF3D7_0924900; PFI1220w,atat,False,False,,189,C0H559,False,False,
193,0.995593727,P75428,Glycerol-3-phosphate acyltransferase,Mycoplasmoides pneumoniae (strain ATCC 29342 / M129 / Subtype 1),False,False,False,False,,6,0,0,0,0,多跨膜(6),,structural_exclude_multipass_membrane,,,,,,,,,,排除,明显结构排除,结构含6段跨膜螺旋，缺少适合AcCoA和pAP共同进入的可溶性反应口袋。,structure_docking/09_corrected_screen\structures\rank_0193_P75428_AFDB.pdb,,"FUNCTION | Catalyzes the transfer of an acyl group from acyl-phosphate (acyl-PO(4)) to glycerol-3-phosphate (G3P) to form lysophosphatidic acid (LPA). This enzyme utilizes acyl-phosphate as fatty acyl donor, but not acyl-CoA or acyl-ACP || CATALYTIC ACTIVITY | an acyl phosphate + sn-glycerol 3-phosphate = a 1-acyl-sn-glycero-3-phosphate + phosphate Rhea RHEA:34075 ChEBI CHEBI:43474 ChEBI CHEBI:57597 ChEBI CHEBI:57970 ChEBI CHEBI:59918 2.3.1.275 ECO:0000255 HAMAP-Rule MF_01043 || PATHWAY | Lipid metabolism; phospholipid metabolism || SUBUNIT | Probably interacts with PlsX || SUBCELLULAR LOCATION | Cell membrane Multi-pass membrane protein || SIMILARITY | Belongs to the PlsY family",plsY,,MPN_350,MP486,plsy,False,False,,135,A5IYF1,True,True,同基因plsY仅保留最高位Rank 135
194,0.995585144,B8I164,Homoserine O-acetyltransferase HAT 2.3.1.31,Ruminiclostridium cellulolyticum (strain ATCC 35319 / DSM 5812 / JCM 6584 / H10),True,True,False,False,mds_pAAP.csv中4-aminophenol配对Label=1；MetAA全部排除,,,,,0,,,,,,,,,,,,,排除,强制排除,mds_pAAP.csv中4-aminophenol配对Label=1；MetAA全部排除,,,"FUNCTION | Transfers an acetyl group from acetyl-CoA to L-homoserine, forming acetyl-L-homoserine || CATALYTIC ACTIVITY | L-homoserine + acetyl-CoA = O-acetyl-L-homoserine + CoA Rhea RHEA:13701 ChEBI CHEBI:57287 ChEBI CHEBI:57288 ChEBI CHEBI:57476 ChEBI CHEBI:57716 2.3.1.31 ECO:0000255 HAMAP-Rule MF_00295 || PATHWAY | Amino-acid biosynthesis; L-methionine biosynthesis via de novo pathway; O-acetyl-L-homoserine from L-homoserine: step 1/1 || SUBCELLULAR LOCATION | Cytoplasm || SIMILARITY | Belongs to the MetA family",metAA,,Ccel_3331,,metaa,False,True,metaa,106,Q7CWE8,True,True,前100位实验10个已出现基因:metaa；同基因metAA仅保留最高位Rank 106
195,0.995585024,P36883,Chloramphenicol acetyltransferase CAT 2.3.1.28,Staphylococcus aureus,False,False,False,False,,0,1,1,0,0,空间Cys-His-Asp/Glu样口袋；HXXXD基序；有注释催化/结合位点,hxxxd_site,reused_previous,4.317,93.33,-4.8,主搜索,3.207,-2.4,3.793,45.79,-2.6,C,结构可行备选,至少存在局部双配体构象，但催化中心可信度、AcCoA反应端位置或取向弱于最终10个。,structure_docking/09_corrected_screen\structures\rank_0195_P36883_AFDB.pdb,structure_docking/07_mechanism_screen\mechanism_docking\rank_0195_P36883,FUNCTION | This enzyme is an effector of chloramphenicol resistance in bacteria || CATALYTIC ACTIVITY | chloramphenicol + acetyl-CoA = chloramphenicol 3-acetate + CoA Rhea RHEA:18421 ChEBI CHEBI:16730 ChEBI CHEBI:17698 ChEBI CHEBI:57287 ChEBI CHEBI:57288 2.3.1.28 ECO:0000255 PROSITE-ProRule PRU10021 || SUBUNIT | Homotrimer || SIMILARITY | Belongs to the chloramphenicol acetyltransferase family,,,,,,False,False,,195,P36883,False,False,
196,0.995577395,Q1MAE9,Homoserine O-acetyltransferase HAT 2.3.1.31,Rhizobium johnstonii (strain DSM 114642 / LMG 32736 / 3841),True,True,False,False,mds_pAAP.csv中4-aminophenol配对Label=1；MetAA全部排除,,,,,0,,,,,,,,,,,,,排除,强制排除,mds_pAAP.csv中4-aminophenol配对Label=1；MetAA全部排除,,,"FUNCTION | Transfers an acetyl group from acetyl-CoA to L-homoserine, forming acetyl-L-homoserine || CATALYTIC ACTIVITY | L-homoserine + acetyl-CoA = O-acetyl-L-homoserine + CoA Rhea RHEA:13701 ChEBI CHEBI:57287 ChEBI CHEBI:57288 ChEBI CHEBI:57476 ChEBI CHEBI:57716 2.3.1.31 ECO:0000255 HAMAP-Rule MF_00295 || PATHWAY | Amino-acid biosynthesis; L-methionine biosynthesis via de novo pathway; O-acetyl-L-homoserine from L-homoserine: step 1/1 || SUBCELLULAR LOCATION | Cytoplasm || SIMILARITY | Belongs to the MetA family",metAA,,RL4606,,metaa,False,True,metaa,106,Q7CWE8,True,True,前100位实验10个已出现基因:metaa；同基因metAA仅保留最高位Rank 106
197,0.995573699,Q6LV74,Homoserine O-succinyltransferase HST 2.3.1.46,Photobacterium profundum (strain SS9),False,False,True,False,MetAS仅保留最高分一个,,,,,0,,,,,,,,,,,,,排除,强制排除,MetAS仅保留最高分一个,,,"FUNCTION | Transfers a succinyl group from succinyl-CoA to L-homoserine, forming succinyl-L-homoserine || CATALYTIC ACTIVITY | L-homoserine + succinyl-CoA = O-succinyl-L-homoserine + CoA Rhea RHEA:22008 ChEBI CHEBI:57287 ChEBI CHEBI:57292 ChEBI CHEBI:57476 ChEBI CHEBI:57661 2.3.1.46 ECO:0000255 HAMAP-Rule MF_00295 || PATHWAY | Amino-acid biosynthesis; L-methionine biosynthesis via de novo pathway; O-succinyl-L-homoserine from L-homoserine: step 1/1 || SUBCELLULAR LOCATION | Cytoplasm || SIMILARITY | Belongs to the MetA family",metAS,,PBPRA0369,,metas,False,False,,112,A8GKF8,True,True,同基因metAS仅保留最高位Rank 112
198,0.99555999,Q6BP23,Palmitoyltransferase SWF1 2.3.1.225,Debaryomyces hansenii (strain ATCC 36239 / CBS 767 / BCRC 21394 / JCM 1990 / NBRC 0083 / IGC 2968),False,False,False,False,,5,1,1,0,0,空间Cys-His-Asp/Glu样口袋；HXXXD基序；多跨膜(5),,structural_exclude_multipass_membrane,,,,,,,,,,排除,明显结构排除,结构含5段跨膜螺旋，缺少适合AcCoA和pAP共同进入的可溶性反应口袋。,structure_docking/09_corrected_screen\structures\rank_0198_Q6BP23_AFDB.pdb,,FUNCTION | Palmitoyltransferase that targets several endosomal SNAREs. Palmitoylates the SNAREs at cysteine residues close to the cytoplasmic end of their transmembrane domain. May have a role in the cellular quality control of transmembrane domain-containing proteins (By similarity) || CATALYTIC ACTIVITY | L-cysteinyl-[protein] + hexadecanoyl-CoA = S-hexadecanoyl-L-cysteinyl-[protein] + CoA Rhea RHEA:36683 Rhea RHEA-COMP:10131 Rhea RHEA-COMP:11032 ChEBI CHEBI:29950 ChEBI CHEBI:57287 ChEBI CHEBI:57379 ChEBI CHEBI:74151 2.3.1.225 || SUBCELLULAR LOCATION | Endoplasmic reticulum membrane Multi-pass membrane protein || DOMAIN | The DHHC domain is required for palmitoyltransferase activity || SIMILARITY | Belongs to the DHHC palmitoyltransferase family. SWF1 subfamily,SWF1,,DEHA2E17138g,,swf1,False,False,,186,Q6CJC5,True,True,同基因SWF1仅保留最高位Rank 186
199,0.995558083,Q87NW7,Homoserine O-succinyltransferase HST 2.3.1.46,Vibrio parahaemolyticus serotype O3:K6 (strain RIMD 2210633),False,False,True,False,MetAS仅保留最高分一个,,,,,0,,,,,,,,,,,,,排除,强制排除,MetAS仅保留最高分一个,,,"FUNCTION | Transfers a succinyl group from succinyl-CoA to L-homoserine, forming succinyl-L-homoserine || CATALYTIC ACTIVITY | L-homoserine + succinyl-CoA = O-succinyl-L-homoserine + CoA Rhea RHEA:22008 ChEBI CHEBI:57287 ChEBI CHEBI:57292 ChEBI CHEBI:57476 ChEBI CHEBI:57661 2.3.1.46 ECO:0000255 HAMAP-Rule MF_00295 || PATHWAY | Amino-acid biosynthesis; L-methionine biosynthesis via de novo pathway; O-succinyl-L-homoserine from L-homoserine: step 1/1 || SUBCELLULAR LOCATION | Cytoplasm || SIMILARITY | Belongs to the MetA family",metAS,,VP1751,,metas,False,False,,112,A8GKF8,True,True,同基因metAS仅保留最高位Rank 112
200,0.995553315,Q8A531,Homoserine O-acetyltransferase HAT 2.3.1.31,Bacteroides thetaiotaomicron (strain ATCC 29148 / DSM 2079 / JCM 5827 / CCUG 10774 / NCTC 10582 / VPI-5482 / E50),False,True,False,False,MetAA全部排除,,,,,0,,,,,,,,,,,,,排除,强制排除,MetAA全部排除,,,"FUNCTION | Transfers an acetyl group from acetyl-CoA to L-homoserine, forming acetyl-L-homoserine || CATALYTIC ACTIVITY | L-homoserine + acetyl-CoA = O-acetyl-L-homoserine + CoA Rhea RHEA:13701 ChEBI CHEBI:57287 ChEBI CHEBI:57288 ChEBI CHEBI:57476 ChEBI CHEBI:57716 2.3.1.31 ECO:0000255 HAMAP-Rule MF_00295 || PATHWAY | Amino-acid biosynthesis; L-methionine biosynthesis via de novo pathway; O-acetyl-L-homoserine from L-homoserine: step 1/1 || SUBCELLULAR LOCATION | Cytoplasm || SIMILARITY | Belongs to the MetA family",metAA,,BT_2413,,metaa,False,True,metaa,106,Q7CWE8,True,True,前100位实验10个已出现基因:metaa；同基因metAA仅保留最高位Rank 106
